ID;Work Item Type;Title;Test Step;Step Action;Step Expected;Area Path;Assigned To;State
;;;"6";"Elméleti vizsga típusa";"nincs, vizsgamentes";;;
;;;"7";"Kizáró, korlátozó tényező";"nincs";;;
;;;"8";"Korábbi vezetői engedély";"B VEN";;;
;;;"9";"Szükséges iskolai végzettséggel rendelkezik";"igen";;;
;;;"10";"Papír alapú egészségügyi alkalmassági igazolással rendelkezik?
";"igen";;;
;;;"11";"Vizsgaigazolással rendelkezik";"nem";;;
;;;"12";"Vizsgaigazolás kategóriája";"nincs";;;
;;;"13";"Tanulói nyilatkozat";"1. kérdés: igen, 11. kérdés: igen";;;
;;;"14";"Tantárgyi mentesség";"igen";;;
;;;"15";"Tantárgyi mentesség oka";"automata tengelykapcsolóval, sebességváltóval felszerelt járműre korlátozott vezetői engedély kiterjesztése";;;
;;;"16";"Teljesítette a megfelelő óraszámú elméleti képzést";"tantárgyi mentesség miatt nem releváns";;;
;;;"17";"Elméleti vizsgaeredmény";"nincs";;;
;;;"18";"Teljesítette a megfelelő óraszámú gyakorlati képzést
";"igen";;;
;;;"19";"Gyakorlati vizsgaeredmény
";"sikeres";;;
"125954";"Test Case";"""D"" Kategóriás vizsgák - Forgalmi vizsgáztatás ""pozitív"" folyamati tesztje";;;;"Pallasz 2.0\Külsős tesztelői csapat";"Szász Gábor (TFSZ) <RCINET\szaszg.tfsz>";"Design"
;;;"1";"KVAR applikáció megnyitása után a vizsgaalkalmak képernyőn válasszunk egy vizsgajegyzőkönyvet , kattintsunk a Jegyzőkönyv megnyitása gombra.
";"A jegyzőkönyv felület megnyílik.
";;;
;;;"2";"A megnyíló vizsgajegyzőkönyvön az azonosításra vár oszlopban szereplő vizsgázók közül válasszunk egyet akinek valamely ""D"" kategóriás vizsgája van. A több információ gombra kattintva látható , hogy adott vizsgázónak milyen vizsgái vannak rögzítve. Kattintsunk az azonosítás gombra.
";"Az azonosítás képernyő megnyílik.
";;;
;;;"3";"Azonosítási képernyőn ellenőrizzük a vizsgázó adatait ( Vizsgázó megjelent? ) majd az IGEN ágat válasszuk a csúszkán. 
";"A csúszka IGEN ágra való elhúzását követően továbblép az applikáció az okmányok ellenőrzése képernyőre.
";;;
;;;"4";"Folytatjuk az azonosítást az okmányok azonosításával. Kattintsunk a megfelelő csempére ( vizsgázó tárolt okmánya ) majd kattintsunk a tovább gombra. Ezt követően pedig húzzuk a csúszkát az IGEN ág felé. ( Bemutatott okmány alapján sikeres az azonosítás? )
";"A csúszka IGEN ágra való elhúzását követően továbblép az applikáció ( Amennyiben több vizsgája van a kiválasztott vizsgázónak úgy az indításra vár oszlopba kerül a vizsgáztató és majd onnan folytatható az azonosítási folyamat ) Amennyiben egy vizsgája van úgy az indítás automatikus azonosítást követően.";;;
;;;"5";"Azonosítási folyamat folytatása  - nyilatkozat alkalmasságról IGEN felé húzzuk a csúszkát.
";"A vizsgázó előfeltétel ellenőrzése képernyőre jutunk.
";;;
;;;"6";"Haladjunk végig az összes előfeltétel ellenőrzés képernyőn, esetleges 
legördülő listából válasszuk ki a végzettséget igazoló dokumentumot, 
pipáljuk be a narancssárgával 
szereplő ikonokat, valamint ha csúszka szerepel az előfeltételek mellett
állítsuk őket zöld állapotba a csúszkára kattintással, a rendszám és 
kilométer óra mezőket ha van az előfeltétel ellenőrzés során akkor 
töltsük ki és jelöljük milyen váltóval rendelkezik az autó, ha szükséges
 a tolmács jelöljük és töltsük ki a nevét, majd ezt 
követően a csúszka IGEN ága alul megjelenik . Húzzuk a csúszkát az IGEN felé.";"Továbblép a következő feltételvizsgálat képernyőre.
";;;
;;;"7";"Az utolsó képernyőn ha a csúszkát az IGEN felé húztuk a vizsga automatikusan elindul 
";"A képernyő elfordul és megjelenik az útvonalhúzás képernyő.
";;;
;;;"8";"Útvonalhúzás gombra kattintunk
";"Az útvonal kisorsolásra kerül.
";;;
;;;"9";"Indulás előtti feladatok gombra kattintunk 
";"Megjelenik az indulás előtti feladatok képernyő a két kisorsolt manőverrel
";;;
;;;"10";"Hajtsuk végre a manővereket. A manőver gombra kattintunk
";"Megjelenik a manőver hibavonal oldala. A Feladat végrehajtva csúszkával. A nettóidő számláló elindul!
";;;
;;;"11";"A manővert sikeresen végrehajtotta ezért a csúszkát az IGEN irányba húzzuk
";"A manőver végrehajtásra kerül a manőver ikonjában megjelenik egy pipa 
";;;
;;;"12";"Forgalom gombra kattintunk
";"ekkor aktívvá válik a manőverek gomb valamint megjelennek a különböző szempontok szerinti hibavonal kiosztási oldalak.
";;;
;;;"13";"A manőver gombra kattintunk. ";"Megjelenik a manőver oldal két végrehajtandó manőverrel 
";;;
;;;"14";"Kattintsunk az első manőver ikonra ( M10 pl )
";"A hibavonal oldal megjelenik
";;;
;;;"15";"Húzzuk a csúszkát az IGEN irányba. ";"A manőver végrehajtásra került.
";;;
;;;"16";"Kattintsunk a következő manőver ikonra ( M10 pl ) 
";"A hibavonal oldal megjelenik
";;;
;;;"17";"Húzzuk a csúszkát az IGEN irányba. ";"A manőver végrehajtásra került. A lezáró feladatok gomb aktívvá válik.";;;
;;;"18";"Az M10 manőver ikon manőver végrehajtása számlálóban a 2-es szám jelenik meg! A manővert ( 10 szer hajtsuk végre.
";"A manőver 10 alkalommal végrehajtható.
";;;
;;;"19";"Kattintsunk a Lezáró feladatok gombra - Továbblép a következő feladatra ? kérdés és csúszka jelenik meg melyen az IGEN ágat választjuk. 
";"Megjelenik a lezáró feladatok képernyő.
";;;
;;;"20";"Hajtsuk végre a lezáró feladatokat. Húzzuk a csúszkát az IGEN irányba.
";"A lezáró feladatok végrehajtásra kerülnek.
";;;
;;;"21";"A feladat végrehajtva IGEN irányt választjuk a csúszkán.";"Az értékelés lezárás gomb aktívvá válik. A nettőidő számláló leáll!
";;;
;;;"22";"Az értékelés lezárás gombra kattintunk.
";"megjelenik az értékelés lezárás képernyő
";;;
;;;"23";"Sikeres Megfelelt státuszú a vizsga. Továbblép a vizsgajegyzőkönyvre? csúszka jelenik meg ahol az IGEN ágat választjuk.
";"A vizsga elvégzésre kerül és visszatérve a vizsgajegyzőkönyvre amennyiben a vizsgázónak nincsen más vizsgája úgy a vizsgajegyzőkönyvön a lezárt oszlopban fog megjelenni az eredmény. Amennyiben még más vizsgája is van úgy az indításra vár oszlopban marad.
";;;
;;;"24";"A vizsgázó kártyáján a több információ gombra kattintunk
";"A legördülő részben látható a vizsgázó eredménye.
";;;
"125955";"Test Case";"""D"" Kategóriás vizsgák - Rutin vizsgáztatás ""pozitív"" folyamati tesztje";;;;"Pallasz 2.0\Külsős tesztelői csapat";"Szász Gábor (TFSZ) <RCINET\szaszg.tfsz>";"Design"
;;;"1";"KVAR applikáció megnyitása után a vizsgaalkalmak képernyőn válasszunk egy vizsgajegyzőkönyvet ( felülről az elsőt pl ), kattintsunk a Jegyzőkönyv megnyitása gombra.
";"A jegyzőkönyv felület megnyílik.
";;;
;;;"2";"A megnyíló vizsgajegyzőkönyvön az azonosításra vár oszlopban szereplő vizsgázók közül válasszunk egyet akinek Megfelelő kategóriás rutin vizsgája van. A több információ gombra kattintva látható , hogy adott vizsgázónak milyen vizsgái vannak rögzítve. Kattintsunk az azonosítás gombra.
";"Az azonosítás képernyő megnyílik.
";;;
;;;"3";"Azonosítási képernyőn ellenőrizzük a vizsgázó adatait ( Vizsgázó megjelent? ) majd az IGEN ágat válasszuk a csúszkán. 
";"A csúszka IGEN ágra való elhúzását követően továbblép az applikáció az okmányok ellenőrzése képernyőre.
";;;
;;;"4";"Folytatjuk az azonosítást az okmányok azonosításával. Kattintsunk a megfelelő csempére ( vizsgázó tárolt okmánya ) majd kattintsunk a tovább gombra. Ezt követően pedig húzzuk a csúszkát az IGEN ág felé. ( Bemutatott okmány alapján sikeres az azonosítás? )
";"A csúszka IGEN ágra való elhúzását követően továbblép az applikáció ( Amennyiben több vizsgája van a kiválasztott vizsgázónak úgy az indításra vár oszlopba kerül a vizsgáztató és majd onnan folytatható az azonosítási folyamat ) Amennyiben egy vizsgája van úgy az indítás automatikus azonosítást követően.";;;
;;;"5";"Azonosítási folyamat folytatása  - nyilatkozat alkalmasságról IGEN felé húzzuk a csúszkát.
";"A vizsgázó előfeltétel ellenőrzése képernyőre jutunk.
";;;
;;;"6";"A vizsgázó előfeltételei képernyőn pipáljuk be a narancssárgával szereplő ikonokat, ezt követően a csúszka IGEN ága megjelenik . Húzzuk a csúszkát az IGEN felé.";"Továbblép a következő feltételvizsgálat képernyőre.
";;;
;;;"7";"Az utolsó képernyőn ha a csúszkát az IGEN felé húztuk a vizsga automatikusan elindul 
";"A képernyő elfordul és megjelenik az útvonalhúzás képernyő.
";;;
;;;"8";"Feladathúzás gombra kattintunk
";"A Feladathúzás kisorsolásra kerül.
";;;
;;;"9";"Technikai kezelési és manőverezési feladatok, kötelező feladatok részben megjelenik a két végrehajtandó manőver.
";"A manőverek megjelennek a felületen.";;;
;;;"10";"A feladathúzást követően a technikai kezelési és manőverezési feladatok gomb aktívvá válik
";"A technikai kezelési és manőverezési feladatok gomb aktív";;;
;;;"11";"A technikai kezelési és manőverezési feladatok gombra kattintunk.";"Megjelenik a felület a három végrehajtandó manőverrel és a nettó idő számláló elindul.
";;;
;;;"12";"Az első manőver gombjára kattintunk
";"Megjelenik a manőver hibavonal oldala az azonnali sikertelenségi ágakkal.
";;;
;;;"13";"A manőver sikeres végrehajtásához a csúszkát az IGEN ág felé húzzuk.";"A manőver sikeresen végrehajtva. ( Feladat Végrehajtva )";;;
;;;"14";"
A manőver gombja sötétzöld színre vált mellyel jelzi, hogy a manőver végrehajtásra került
";"A manőver gombja sötétzöld és egy pipa jelenik meg a gombon.";;;
;;;"15";"A következő manőver gombra kattintunk.
";"Megjelenik a manőver hibavonal oldala az azonnali sikertelenségi ágakkal.";;;
;;;"16";"A manőver sikeres végrehajtásához a csúszkát az IGEN ág felé húzzuk.
";"A manőver sikeresen végrehajtva. ( Feladat Végrehajtva )";;;
;;;"17";"A manőver gombja sötétzöld színre vált mellyel jelzi, hogy a manőver végrehajtásra került";"A manőver gombja sötétzöld és egy pipa jelenik meg a gombon.";;;
;;;"18";"A következő manőver gombra kattintunk.

";"Megjelenik a manőver hibavonal oldala az azonnali sikertelenségi ágakkal.";;;
;;;"19";"A manőver sikeres végrehajtásához a csúszkát az IGEN ág felé húzzuk.";"A manőver sikeresen végrehajtva. ( Feladat Végrehajtva )";;;
;;;"20";"Az értékelés lezárás gomb aktívvá válik ( zöld színű lesz )";"Az értékelés lezárás gomb aktív. a nettó időszámláló megáll.";;;
;;;"21";"Az értékelés lezárás gombra kattintunk.
";"Megjelenik az értékelés lezárás képernyő.
";;;
;;;"22";"A képernyőn a vizsga státusza sikeres. Továbblép a vizsgajegyzőkönyvre? csúszka jelenik meg melyen az IGEN ágat választjuk.";"Az alkalmazás visszatér a vizsgajegyzőkönyv nézetre. 
";;;
;;;"23";"A vizsgajegyzőkönyv LEZÁRT oszlopában megjelenik a vizsgázó és a státusza ""M""
";"A vizsgázó megjelenik és a státusza helyes. ( ""M"" )
";;;
"125956";"Test Case";"""D (C nélkül)"" Kategóriás vizsgák - Járműkezelési vizsgáztatás ""pozitív"" folyamati tesztje";;;;"Pallasz 2.0\Külsős tesztelői csapat";"Szász Gábor (TFSZ) <RCINET\szaszg.tfsz>";"Design"
;;;"1";"KVAR applikáció megnyitása után a vizsgaalkalmak képernyőn válasszunk egy vizsgajegyzőkönyvet , kattintsunk a Jegyzőkönyv megnyitása gombra.
";"A jegyzőkönyv felület megnyílik.
";;;
;;;"2";"A megnyíló vizsgajegyzőkönyvön az azonosításra vár oszlopban szereplő vizsgázók közül válasszunk egyet akinek (A jk )vizsgája van. A több információ gombra kattintva látható , hogy adott vizsgázónak milyen vizsgái vannak rögzítve. Kattintsunk az azonosítás gombra.
";"Az azonosítás képernyő megnyílik.
";;;
;;;"3";"Azonosítási képernyőn ellenőrizzük a vizsgázó adatait ( Vizsgázó megjelent? ) majd az IGEN ágat válasszuk a csúszkán. 
";"A csúszka IGEN ágra való elhúzását követően továbblép az applikáció az okmányok ellenőrzése képernyőre.
";;;
;;;"4";"Folytatjuk az azonosítást az okmányok azonosításával. Kattintsunk a megfelelő csempére ( vizsgázó tárolt okmánya ) majd kattintsunk a tovább gombra. Ezt követően pedig húzzuk a csúszkát az IGEN ág felé. ( Bemutatott okmány alapján sikeres az azonosítás? )
";"A csúszka IGEN ágra való elhúzását követően továbblép az applikáció ( Amennyiben több vizsgája van a kiválasztott vizsgázónak úgy az indításra vár oszlopba kerül a vizsgáztató és majd onnan folytatható az azonosítási folyamat ) Amennyiben egy vizsgája van úgy az indítás automatikus azonosítást követően.";;;
;;;"5";"Azonosítási folyamat folytatása  - nyilatkozat alkalmasságról IGEN felé húzzuk a csúszkát.
";"A vizsgázó előfeltétel ellenőrzése képernyőre jutunk.
";;;
;;;"6";"Haladjunk végig az összes előfeltétel ellenőrzés képernyőn, esetleges legördülő listából válasszuk ki a végzettséget igazoló dokumentumot, pipáljuk be a narancssárgával 
szereplő ikonokat, valamint ha csúszka szerepel az előfeltételek mellett
állítsuk őket zöld állapotba a csúszkára kattintással, a rendszám és 
kilométer óra mezőket ha van az előfeltétel ellenőrzés során akkor 
töltsük ki és jelöljük milyen váltóval rendelkezik az autó, ha szükséges a tolmács jelöljük és töltsük ki a nevét, majd ezt 
követően a csúszka IGEN ága alul megjelenik . Húzzuk a csúszkát az IGEN felé.";"Továbblép a következő feltételvizsgálat képernyőre.
";;;
;;;"7";"Az utolsó képernyőn ha a csúszkát az IGEN felé húztuk a vizsga automatikusan elindul 
";"A képernyő elfordul és megjelenik az útvonalhúzás képernyő.
";;;
;;;"8";"Feladathúzás gombra kattintunk 
";"A feladat kisorsolásra kerül.
";;;
;;;"9";"Biztonsági Ellenőrzési Feladatok gombra kattintunk 
";"Megjelenik a Biztonsági ellenőrzési feladatok képernyő.
";;;
;;;"10";"Az első feladat gombra kattintunk
";"Megjelenik a feladat oldala. A Feladat végrehajtva csúszkával. A nettóidő számláló elindul!
";;;
;;;"11";"A feladatot sikeresen végrehajtotta ezért a csúszkát az IGEN irányba húzzuk
";"A feladat végrehajtásra kerül a a feladat ikonjában megjelenik egy pipa 
";;;
;;;"12";"A második feladat gombra kattintunk.";"Megjelenik a feladat hibavonal oldala. A Feladat végrehajtva csúszkával.";;;
;;;"13";"A feladatot sikeresen végrehajtotta ezért a csúszkát az IGEN irányba húzzuk";"A feladat végrehajtásra kerül a feladat ikonjában megjelenik egy pipa. A technikai kezelési és manőverezési feladatok gomb aktívvá válik.";;;
;;;"14";"Technikai kezelési és manőverezési feladatok gombra kattintunk
";"Technikai kezelési és manőverezési feladatok oldal megjelenik";;;
;;;"15";"Hajtsuk végre a manőver feladatokat.";"Az IGEN ágat választva a csúszkán a feladatok végrehajtásra kerülnek
";;;
;;;"16";"Az értékelés lezárás gomb aktívvá válik. Az értékelés lezárás gombra kattintunk.
";"Megjelenik az értékelés lezárás képernyő
";;;
;;;"17";"Sikeres Megfelelt státuszú a vizsga. Továbblép a vizsgajegyzőkönyvre? csúszka jelenik meg ahol az IGEN ágat választjuk.
";"A vizsga elvégzésre kerül és visszatérve a vizsgajegyzőkönyvre amennyiben a vizsgázónak nincsen más vizsgája úgy a vizsgajegyzőkönyvön a lezárt oszlopban fog megjelenni az eredmény. Amennyiben még más vizsgája is van úgy az indításra vár oszlopban marad.
";;;
